,0.00%,4.35%,8.70% 17.39% 21.74% 17.39%,4.35% 13.04% 13.04%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7540-601,1,6,1,0,0,3,0,2,0,0,0,0,0,13,3.36,0,7,0,20
ELLIOTT F,7.69% 46.15%,7.69%,0.00%,0.00% 23.08%,0.00% 15.38%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,6,1,0,0,3,0,2,0,0,0,0,0,13,3.36,0,7,0,20
,7.69% 46.15%,7.69%,0.00%,0.00% 23.08%,0.00% 15.38%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7548-601,0,2,2,1,1,0,1,1,0,0,0,0,0,8,3.25,0,3,0,11
ELLIOTT F,0.00% 25.00% 25.00% 12.50% 12.50%,0.00% 12.50% 12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7548-602,1,2,1,1,2,0,1,0,0,0,0,0,0,8,3.417,0,2,0,10
SUDDERTH B12.50% 25.00% 12.50% 12.50% 25.00%,0.00% 12.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,4,3,2,3,0,2,1,0,0,0,0,0,16,3.333,0,5,0,21
,6.25% 25.00% 18.75% 12.50% 18.75%,0.00% 12.50%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7552-601,0,2,1,0,6,9,0,0,0,0,0,0,0,18,2.983,0,4,0,22
SNYDER F,0.00% 11.11%,5.56%,0.00% 33.33% 50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,2,1,0,6,9,0,0,0,0,0,0,0,18,2.983,0,4,0,22
,0.00% 11.11%,5.56%,0.00% 33.33% 50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7588-601,1,0,2,6,3,1,0,0,0,0,0,0,0,13,3.307,0,4,0,17
BENSON M,7.69%,0.00% 15.38% 46.15% 23.08%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,2,6,3,1,0,0,0,0,0,0,0,13,3.307,0,4,0,17
,7.69%,0.00% 15.38% 46.15% 23.08%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7604-601,2,2,0,0,4,1,2,0,0,0,0,0,0,11,3.213,0,2,0,13
FEARE D,18.18% 18.18%,0.00%,0.00% 36.36%,,9.09% 18.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,2,0,0,4,1,2,0,0,0,0,0,0,11,3.213,0,2,0,13
,18.18% 18.18%,0.00%,0.00% 36.36%,,9.09% 18.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7622-601,1,0,5,4,1,0,1,1,0,0,0,0,0,13,3.308,0,0,0,13
AYRES P,7.69%,0.00% 38.46% 30.77%,7.69%,0.00%,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,5,4,1,0,1,1,0,0,0,0,0,13,3.308,0,0,0,13
,7.69%,0.00% 38.46% 30.77%,7.69%,0.00%,7.69%,7.69%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7631-601,0,0,4,8,3,1,0,0,0,0,0,0,0,16,3.311,0,0,0,16
REILLY P,0.00%,0.00% 25.00% 50.00% 18.75%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,4,8,3,1,0,0,0,0,0,0,0,16,3.311,0,0,0,16
,0.00%,0.00% 25.00% 50.00% 18.75%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7636-601,0,1,3,1,1,0,2,0,0,0,0,0,0,8,3.25,0,0,0,8
AYRES P,0.00% 12.50% 37.50% 12.50% 12.50%,0.00% 25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,1,1,0,2,0,0,0,0,0,0,8,3.25,0,0,0,8
,0.00% 12.50% 37.50% 12.50% 12.50%,0.00% 25.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7651-601,0,0,2,2,0,1,0,0,0,0,0,0,0,5,3.334,0,0,0,5
AZIZ S,0.00%,0.00% 40.00% 40.00%,0.00% 20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,0,2,2,0,1,0,0,0,0,0,0,0,5,3.334,0,0,0,5
,0.00%,0.00% 40.00% 40.00%,0.00% 20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7704-601,0,1,7,1,0,0,2,1,0,0,0,0,0,12,3.306,0,3,0,15
FIELDS S,0.00%,8.33% 58.33%,8.33%,0.00%,0.00% 16.67%,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,7,1,0,0,2,1,0,0,0,0,0,12,3.306,0,3,0,15
,0.00%,8.33% 58.33%,8.33%,0.00%,0.00% 16.67%,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7724-601,2,0,2,2,1,2,0,0,0,0,0,0,0,9,3.373,0,4,0,13
STRICKLAND J,22.22%,0.00% 22.22% 22.22% 11.11% 22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,0,2,2,1,2,0,0,0,0,0,0,0,9,3.373,0,4,0,13
,22.22%,0.00% 22.22% 22.22% 11.11% 22.22%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7775S-601,0,0,6,7,4,1,0,0,0,0,0,0,0,18,3.333,0,0,0,18
ZIMMERMANN M,0.00%,0.00% 33.33% 38.89% 22.22%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,6,7,4,1,0,0,0,0,0,0,0,18,3.333,0,0,0,18
,0.00%,0.00% 33.33% 38.89% 22.22%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7779-601,1,2,0,1,4,2,1,0,0,0,0,0,0,11,3.182,0,0,0,11
FUQUA A,9.09% 18.18%,0.00%,9.09% 36.36% 18.18%,,,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,0,1,4,2,1,0,0,0,0,0,0,11,3.182,0,0,0,11
,9.09% 18.18%,0.00%,9.09% 36.36% 18.18%,,,9.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7780-601,0,4,2,7,4,2,1,0,0,0,0,0,0,20,3.316,0,0,0,20
KISER J,0.00% 20.00% 10.00% 35.00% 20.00% 10.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,4,2,7,4,2,1,0,0,0,0,0,0,20,3.316,0,0,0,20
,0.00% 20.00% 10.00% 35.00% 20.00% 10.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7782-601,0,1,4,8,4,3,0,0,0,0,0,0,0,20,3.266,0,0,0,20
SPENCE J,0.00%,5.00% 20.00% 40.00% 20.00% 15.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
COURSE TOTAL:,0,1,4,8,4,3,0,0,0,0,0,0,0,20,3.266,0,0,0,20
,0.00%,5.00% 20.00% 40.00% 20.00% 15.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7785-601,0,2,1,2,0,0,1,1,0,0,0,0,0,7,3.237,0,0,0,7
MURPHY J,0.00% 28.57% 14.29% 28.57%,0.00%,0.00% 14.29% 14.29%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,1,2,0,0,1,1,0,0,0,0,0,7,3.237,0,0,0,7
,0.00% 28.57% 14.29% 28.57%,0.00%,0.00% 14.29% 14.29%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7881S-601,0,3,2,2,7,3,0,0,0,0,0,0,0,17,3.235,0,1,0,18
ELLIOTT K,0.00% 17.65% 11.76% 11.76% 41.18% 17.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,2,7,3,0,0,0,0,0,0,0,17,3.235,0,1,0,18
,0.00% 17.65% 11.76% 11.76% 41.18% 17.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7890-601,0,0,0,13,2,0,0,0,0,0,0,0,0,15,3.286,0,0,0,15
MCCOY J,0.00%,0.00%,0.00% 86.67% 13.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,0,13,2,0,0,0,0,0,0,0,0,15,3.286,0,0,0,15
,0.00%,0.00%,0.00% 86.67% 13.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-603,0,0,0,6,0,0,0,0,0,0,0,0,0,6,3.33,0,0,0,6
RICH L,0.00%,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-604,0,0,4,4,5,0,0,0,0,0,0,0,0,13,3.307,1,0,0,14
LUNNEY J,0.00%,0.00% 30.77% 30.77% 38.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-605,1,1,2,1,1,2,1,0,0,0,0,0,0,9,3.261,0,1,0,10
GOLDMAN M,11.11% 11.11% 22.22% 11.11% 11.11% 22.22% 11.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-606,0,1,3,9,5,0,0,0,0,0,0,0,0,18,3.332,0,0,0,18
SULLIVAN H,0.00%,5.56% 16.67% 50.00% 27.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-607,1,2,3,4,3,2,1,0,0,0,0,0,0,16,3.313,0,0,0,16
CARPENTER M6.25% 12.50% 18.75% 25.00% 18.75% 12.50%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7900-609,0,0,2,2,2,0,0,0,0,0,0,0,0,6,3.333,0,0,0,6
VINA S,0.00%,0.00% 33.33% 33.33% 33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-610,1,1,2,5,1,0,0,0,0,1,0,0,0,11,3.302,0,1,0,12
RAGAVAN S,9.09%,9.09% 18.18% 45.45%,,9.09%,0.00%,0.00%,0.00%,0.00%,9.09%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-611,0,1,2,5,4,0,0,0,0,0,0,0,0,12,3.332,0,0,0,12
MORRISS A,0.00%,8.33% 16.67% 41.67% 33.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-612,0,1,3,4,7,5,4,0,0,0,0,0,0,24,3,0,0,0,24
SPURLOCK J,0.00%,4.17% 12.50% 16.67% 29.17% 20.83% 16.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-613,0,0,2,2,1,0,0,0,0,0,0,0,0,5,3.4,0,0,0,5
MORRISS A,0.00%,0.00% 40.00% 40.00% 20.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-615,1,2,1,3,2,2,0,0,0,0,0,0,0,11,3.364,0,3,0,14
KOROSEC J,9.09% 18.18%,9.09% 27.27% 18.18% 18.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,9,24,45,31,11,6,0,0,1,0,0,0,131,3.267,1,5,0,137
,3.05%,6.87% 18.32% 34.35% 23.66%,,,8.40%,4.58%,0.00%,0.00%,0.76%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900S-601,0,0,4,4,1,0,1,0,0,0,0,0,0,10,3.333,0,0,0,10
MELCHOR N,0.00%,0.00% 40.00% 40.00% 10.00%,0.00% 10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,4,4,1,0,1,0,0,0,0,0,0,10,3.333,0,0,0,10
,0.00%,0.00% 40.00% 40.00% 10.00%,0.00% 10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2016,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
DEPARTMENT,45,169,258,384,448,295,155,94,35,7,5,1,2,1898,3.053,3,155,1,2057
TOTAL:,2.37%,8.90% 13.59% 20.23% 23.60% 15.54%,,,,8.17%,4.95%,1.84%,0.37%,0.26%,0.05%,0.11%,,,,,,,
COLLEGE,45,169,258,384,448,295,155,94,35,7,5,1,2,1898,3.053,3,155,1,2057
TOTAL:,2.37%,8.90% 13.59% 20.23% 23.60% 15.54%,,,,8.17%,4.95%,1.84%,0.37%,0.26%,0.05%,0.11%,,,,,,,
