,5.88% 17.65% 17.65% 17.65% 29.41% 11.76%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7516-701,0,4,3,3,5,3,0,0,0,0,0,0,0,18,3.333,0,1,0,18
LUCAS G,0.00% 22.22% 16.67% 16.67% 27.78% 16.67%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,4,3,3,5,3,0,0,0,0,0,0,0,18,3.333,0,1,0,18
,0.00% 22.22% 16.67% 16.67% 27.78% 16.67%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7532-601,2,0,2,1,3,1,0,0,1,0,0,0,0,10,3.203,0,0,0,10
BELLOWS C,20.00%,0.00% 20.00% 10.00% 30.00% 10.00%,,,,0.00%,0.00% 10.00%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,0,2,1,3,1,0,0,1,0,0,0,0,10,3.203,0,0,0,10
,20.00%,0.00% 20.00% 10.00% 30.00% 10.00%,,,,0.00%,0.00% 10.00%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7548-601,1,2,1,3,1,2,1,1,2,0,0,0,0,14,2.977,0,2,0,14
SUDDERTH B,7.14% 14.29%,7.14% 21.43%,,7.14% 14.29%,,7.14%,7.14% 14.29%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,2,1,3,1,2,1,1,2,0,0,0,0,14,2.977,0,2,0,14
,7.14% 14.29%,7.14% 21.43%,,7.14% 14.29%,,7.14%,7.14% 14.29%,,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7550-601,0,0,7,6,9,4,0,0,0,0,0,0,0,26,3.205,1,1,0,27
CALBOLI I,0.00%,0.00% 26.92% 23.08% 34.62% 15.38%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,7,6,9,4,0,0,0,0,0,0,0,26,3.205,1,1,0,27
,0.00%,0.00% 26.92% 23.08% 34.62% 15.38%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7588-601,0,0,2,11,8,2,1,0,0,1,0,0,0,25,3.078,0,0,0,25
BENSON M,0.00%,0.00%,8.00% 44.00% 32.00%,,8.00%,4.00%,0.00%,0.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,2,11,8,2,1,0,0,1,0,0,0,25,3.078,0,0,0,25
,0.00%,0.00%,8.00% 44.00% 32.00%,,8.00%,4.00%,0.00%,0.00%,4.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7622-601,1,1,4,2,6,1,0,0,0,0,0,0,0,15,3.334,0,0,0,15
GARCIA D,6.67%,6.67% 26.67% 13.33% 40.00%,,,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,4,2,6,1,0,0,0,0,0,0,0,15,3.334,0,0,0,15
,6.67%,6.67% 26.67% 13.33% 40.00%,,,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7707S-601,0,5,2,6,6,1,0,0,0,0,0,0,0,20,3.399,0,0,0,20
ALKON C,0.00% 25.00% 10.00% 30.00% 30.00%,,,,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,5,2,6,6,1,0,0,0,0,0,0,0,20,3.399,0,0,0,20
,0.00% 25.00% 10.00% 30.00% 30.00%,,,,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7725-601,1,0,2,2,4,8,0,0,0,0,0,0,0,17,3.021,0,0,0,17
STRICKLAND J,5.88%,0.00% 11.76% 11.76% 23.53% 47.06%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,0,2,2,4,8,0,0,0,0,0,0,0,17,3.021,0,0,0,17
,5.88%,0.00% 11.76% 11.76% 23.53% 47.06%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7775S-601,0,0,3,8,3,0,0,0,0,0,0,0,0,14,3.332,0,0,0,14
GABRIEL E,0.00%,0.00% 21.43% 57.14% 21.43%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,3,8,3,0,0,0,0,0,0,0,0,14,3.332,0,0,0,14
,0.00%,0.00% 21.43% 57.14% 21.43%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7779-601,0,1,1,1,3,1,0,0,0,0,0,0,0,7,3.238,0,0,0,7
FUQUA A,0.00% 14.29% 14.29% 14.29% 42.86% 14.29%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,1,1,3,1,0,0,0,0,0,0,0,7,3.238,0,0,0,7
,0.00% 14.29% 14.29% 14.29% 42.86% 14.29%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7780-601,0,0,8,9,2,1,0,0,0,0,0,0,0,20,3.4,0,0,0,20
KISER J,0.00%,0.00% 40.00% 45.00% 10.00%,,,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,8,9,2,1,0,0,0,0,0,0,0,20,3.4,0,0,0,20
,0.00%,0.00% 40.00% 45.00% 10.00%,,,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7782-601,1,3,2,7,4,2,0,0,0,0,0,0,0,19,3.368,0,0,0,19
SPENCE J,5.26% 15.79% 10.53% 36.84% 21.05% 10.53%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,3,2,7,4,2,0,0,0,0,0,0,0,19,3.368,0,0,0,19
,5.26% 15.79% 10.53% 36.84% 21.05% 10.53%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7783-601,0,0,5,13,2,0,0,0,0,0,0,0,0,20,3.382,0,0,0,20
SILVAS T,0.00%,0.00% 25.00% 65.00% 10.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,5,13,2,0,0,0,0,0,0,0,0,20,3.382,0,0,0,20
,0.00%,0.00% 25.00% 65.00% 10.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7786-601,0,1,3,2,3,0,0,0,0,0,0,0,0,9,3.407,0,0,0,9
HALL J,0.00% 11.11% 33.33% 22.22% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,3,2,3,0,0,0,0,0,0,0,0,9,3.407,0,0,0,9
,0.00% 11.11% 33.33% 22.22% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7791-601,0,0,7,6,2,1,0,0,0,0,0,0,0,16,3.396,0,0,0,16
JOHNSON J,0.00%,0.00% 43.75% 37.50% 12.50%,,,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,7,6,2,1,0,0,0,0,0,0,0,16,3.396,0,0,0,16
,0.00%,0.00% 43.75% 37.50% 12.50%,,,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7818-601,0,12,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,12
RUTHERFORD R,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,12,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,12
,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7859-601,0,6,3,0,0,0,0,0,0,0,0,0,0,9,3.89,0,0,0,9
BELL S,0.00% 66.67% 33.33%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,6,3,0,0,0,0,0,0,0,0,0,0,9,3.89,0,0,0,9
,0.00% 66.67% 33.33%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7862-601,0,6,0,1,0,0,0,0,0,0,0,0,0,7,3.874,0,0,0,7
BAYLOR A,0.00% 85.71%,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,6,0,1,0,0,0,0,0,0,0,0,0,7,3.874,0,0,0,7
,0.00% 85.71%,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7865S-601,0,6,0,1,0,0,0,0,0,0,0,0,0,7,3.904,0,0,0,7
ROWDEN K,0.00% 85.71%,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,6,0,1,0,0,0,0,0,0,0,0,0,7,3.904,0,0,0,7
,0.00% 85.71%,0.00% 14.29%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7868-601,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6
SLATTERY J,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6
,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-601,0,1,6,3,2,2,0,0,0,0,0,0,0,14,3.382,0,0,0,14
GOODMAN L,0.00%,7.14% 42.86% 21.43% 14.29% 14.29%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-603,0,14,1,2,2,0,0,0,0,0,0,0,0,19,3.804,0,0,0,19
HERRERA L,0.00% 73.68%,5.26% 10.53% 10.53%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-604,1,4,7,5,5,3,2,1,0,0,0,0,0,28,3.286,0,6,0,28
PIERCE T,3.57% 14.29% 25.00% 17.86% 17.86% 10.71%,,,,,7.14%,3.57%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-605,1,3,8,7,7,4,1,0,0,0,1,0,0,32,3.24,0,5,0,32
GEORGE J,3.13%,9.38% 25.00% 21.88% 21.88% 12.50%,,,,3.13%,0.00%,0.00%,0.00%,3.13%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7900-607,0,3,4,3,3,2,0,0,0,0,0,0,0,15,3.4,0,0,0,15
NOBER J,0.00% 20.00% 26.67% 20.00% 20.00% 13.33%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-609,0,2,4,3,4,1,0,0,0,0,0,0,0,14,3.381,0,0,0,14
KU C,0.00% 14.29% 28.57% 21.43% 28.57%,,,,7.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-611,1,1,6,11,2,3,1,3,0,0,0,0,0,28,3.178,0,1,0,28
ALTON S,3.57%,3.57% 21.43% 39.29%,,7.14% 10.71%,,3.57% 10.71%,,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-612,1,1,3,1,2,0,0,0,0,0,0,0,0,8,3.543,0,0,0,8
THORNTON S12.50% 12.50% 37.50% 12.50% 25.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-613,0,2,6,3,3,2,0,0,0,0,0,0,0,16,3.396,0,0,0,16
YU P,0.00% 12.50% 37.50% 18.75% 18.75% 12.50%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-614,0,3,4,3,4,0,1,0,0,0,0,0,0,15,3.4,0,1,0,15
ALKON C,0.00% 20.00% 26.67% 20.00% 26.67%,,,,0.00%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-615,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
MAROUF F,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-621,0,1,3,3,0,0,0,0,0,0,0,0,0,7,3.571,0,0,0,7
,0.00% 14.29% 42.86% 42.86%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,4,40,52,44,34,17,5,4,0,0,1,0,0,201,3.401,0,13,0,201
,1.99% 19.90% 25.87% 21.89% 16.92%,,,,8.46%,2.49%,1.99%,0.00%,0.00%,0.50%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2021,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,P,X,TOTAL
------------ -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,,------,-----,---,---,---,------
DEPARTMENT,60,264,379,634,564,242,87,30,15,2,3,0,0,2280,3.256,3,96,0,2284
TOTAL:,2.63% 11.58% 16.62% 27.81% 24.74% 10.61%,,,,,3.82%,1.32%,0.66%,0.09%,0.13%,0.00%,0.00%,,,,,,,
COLLEGE,60,264,379,634,564,242,87,30,15,2,3,0,0,2280,3.256,3,96,0,2284
TOTAL:,2.63% 11.58% 16.62% 27.81% 24.74% 10.61%,,,,,3.82%,1.32%,0.66%,0.09%,0.13%,0.00%,0.00%,,,,,,,
