,20.00% 10.00% 40.00%,,0.00%,0.00% 20.00%,,0.00%,0.00%,0.00%,0.00%,0.00% 10.00%,,0.00%,,,,,,,
LAW-7606-601,0,3,1,3,1,1,1,0,0,0,0,0,0,10,3.366,0,0,0,10
HARRINGTON M,0.00% 30.00% 10.00% 30.00% 10.00% 10.00% 10.00%,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,1,3,1,1,1,0,0,0,0,0,0,10,3.366,0,0,0,10
,0.00% 30.00% 10.00% 30.00% 10.00% 10.00% 10.00%,,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7622-601,2,2,0,2,3,2,1,0,0,0,0,0,0,12,3.279,0,0,0,12
AYRES P,16.67% 16.67%,0.00% 16.67% 25.00% 16.67%,,,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,2,2,0,2,3,2,1,0,0,0,0,0,0,12,3.279,0,0,0,12
,16.67% 16.67%,0.00% 16.67% 25.00% 16.67%,,,,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7650-601,0,3,0,1,1,0,0,0,0,0,0,0,0,5,3.666,0,0,0,5
AYRES P,0.00% 60.00%,0.00% 20.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,0,1,1,0,0,0,0,0,0,0,0,5,3.666,0,0,0,5
,0.00% 60.00%,0.00% 20.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7704-601,1,1,0,2,1,1,0,0,0,0,0,0,0,6,3.39,0,0,0,6
FIELDS S,16.67% 16.67%,0.00% 33.33% 16.67% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,0,2,1,1,0,0,0,0,0,0,0,6,3.39,0,0,0,6
,16.67% 16.67%,0.00% 33.33% 16.67% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7707S-601,0,0,3,9,3,0,0,0,0,0,0,0,0,15,3.332,0,0,0,15
REILLY P,0.00%,0.00% 20.00% 60.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,3,9,3,0,0,0,0,0,0,0,0,15,3.332,0,0,0,15
,0.00%,0.00% 20.00% 60.00% 20.00%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7725-601,0,2,2,2,3,0,0,0,0,0,0,0,0,9,3.444,0,0,0,9
STRICKLAND J,0.00% 22.22% 22.22% 22.22% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,2,2,2,3,0,0,0,0,0,0,0,0,9,3.444,0,0,0,9
,0.00% 22.22% 22.22% 22.22% 33.33%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7780-601,0,1,1,7,4,0,0,0,0,0,0,0,0,13,3.306,0,0,0,13
KISER J,0.00%,7.69%,7.69% 53.85% 30.77%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,1,1,7,4,0,0,0,0,0,0,0,0,13,3.306,0,0,0,13
,0.00%,7.69%,7.69% 53.85% 30.77%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7782-601,1,1,3,5,2,3,0,0,0,0,0,0,0,15,3.312,0,0,0,15
SPENCE J,6.67%,6.67% 20.00% 33.33% 13.33% 20.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,1,3,5,2,3,0,0,0,0,0,0,0,15,3.312,0,0,0,15
,6.67%,6.67% 20.00% 33.33% 13.33% 20.00%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7783-601,0,0,4,7,3,1,0,0,0,0,0,0,0,15,3.31,0,0,0,15
BURT J,0.00%,0.00% 26.67% 46.67% 20.00%,,,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,4,7,3,1,0,0,0,0,0,0,0,15,3.31,0,0,0,15
,0.00%,0.00% 26.67% 46.67% 20.00%,,,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7786-601,0,3,2,1,1,0,0,0,0,0,0,0,0,7,3.667,0,0,0,7
HALL J,0.00% 42.86% 28.57% 14.29% 14.29%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,3,2,1,1,0,0,0,0,0,0,0,0,7,3.667,0,0,0,7
,0.00% 42.86% 28.57% 14.29% 14.29%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7851S-601,1,7,1,0,0,0,0,0,0,0,0,0,0,9,3.964,0,0,0,9
PARVIN C,11.11% 77.78% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,1,7,1,0,0,0,0,0,0,0,0,0,0,9,3.964,0,0,0,9
,11.11% 77.78% 11.11%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7867-601,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
KEFFLER R,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
COURSE TOTAL:,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7890-601,0,0,0,10,0,0,0,0,0,0,0,0,0,10,3.33,0,0,0,10
MCCOY J,0.00%,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
COURSE TOTAL:,0,0,0,10,0,0,0,0,0,0,0,0,0,10,3.33,0,0,0,10
,0.00%,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-602,0,0,0,14,0,0,0,0,0,0,0,0,0,14,3.33,0,0,0,14
ZADEH J,0.00%,0.00%,0.00% 100.00,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-607,0,2,1,0,2,0,0,0,0,0,0,0,0,5,3.534,0,0,0,5
GARCIA SANCHEZ G,0.00% 40.00% 20.00%,,0.00% 40.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-609,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6
HERRERA L,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-610,0,1,4,0,0,0,0,0,0,0,0,0,0,5,3.736,0,0,0,5
PROBASCO R,0.00% 20.00% 80.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-611,1,0,4,1,2,1,1,0,0,0,0,0,0,10,3.302,0,0,0,10
GORDON R,10.00%,0.00% 40.00% 10.00% 20.00% 10.00% 10.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-613,0,1,2,2,1,0,0,0,0,0,0,0,0,6,3.5,0,0,0,6
WELSH N,0.00% 16.67% 33.33% 33.33% 16.67%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,------,-----,---,---,---,------
LAW-7900-615,0,7,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,7
ECKSTEIN G,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-616,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5
MAROUF F,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-620,0,0,3,3,1,0,0,0,0,0,0,0,0,7,3.428,0,0,0,7
CALBOLI I,0.00%,0.00% 42.86% 42.86% 14.29%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-623,3,1,2,0,0,0,0,0,0,0,0,0,0,6,3.895,0,0,0,6
PENROSE M,50.00% 16.67% 33.33%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-624,0,2,2,3,2,3,0,0,0,0,0,0,0,12,3.278,0,0,0,12
ECKSTEIN G,0.00% 16.67% 16.67% 25.00% 16.67% 25.00%,,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-626,0,2,1,6,6,0,0,0,0,0,0,0,0,15,3.31,0,0,0,15
NEWMAN N,0.00% 13.33%,,6.67% 40.00% 40.00%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-628,0,6,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,6
BYRNES W,0.00% 100.00,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,
LAW-7900-631,0,1,4,3,0,0,0,0,0,0,0,0,0,8,3.583,0,0,0,8
RAGAVAN S,0.00% 12.50% 50.00% 37.50%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-632,0,2,2,3,4,0,0,0,0,0,0,0,0,11,3.393,0,0,0,11
YU P,0.00% 18.18% 18.18% 27.27% 36.36%,,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-634,1,2,4,2,0,0,0,0,0,0,0,0,0,9,3.705,0,0,0,9
ALEXANDER L,11.11% 22.22% 44.44% 22.22%,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-635,0,3,0,1,5,0,0,0,0,0,0,0,0,9,3.37,0,0,0,9
VASSER W,0.00% 33.33%,,0.00% 11.11% 55.56%,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-654,2,2,9,1,26,18,3,1,1,0,0,0,0,63,3.001,0,0,0,63
BAYLOR A,3.17%,3.17% 14.29%,1.59% 41.27% 28.57%,,,4.76%,1.59%,1.59%,0.00%,0.00%,0.00%,0.00%,,,,,,,
LAW-7900-655,1,3,3,8,30,9,5,6,0,0,0,0,0,65,2.943,0,0,0,65
AYRES P,1.54%,4.62%,4.62% 12.31% 46.15% 13.85%,,,7.69%,9.23%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,
,,,,,,,TEXAS A&M UNIVERSITY,,,,,,,,,,,,
,,,,,,GRADE DISTRIBUTION REPORT FOR SPRING 2018,,,,,,,,,,,,,
,,,,,,,,Professional Law,,,,,,,,,,,
COLLEGE:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
DEPARTMENT:,SCHOOL OF LAW,,,,,,,,,,,,,,,,,,
SECTION,,,,,,,,,,,,,,TOTAL,,,,,
INSTRUCTOR,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,A - F,GPA,I,S,X,TOTAL
------------ -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,,------,-----,---,---,---,------
COURSE TOTAL:,8,46,41,47,79,31,9,7,1,0,0,0,0,269,3.25,0,0,0,269
,2.97% 17.10% 15.24% 17.47% 29.37% 11.52%,,,,,3.35%,2.60%,0.37%,0.00%,0.00%,0.00%,0.00%,,,,,,,
DEPARTMENT,41,250,237,304,330,239,85,46,14,3,3,5,2,1559,3.137,4,0,1,1564
TOTAL:,2.63% 16.04% 15.20% 19.50% 21.17% 15.33%,,,,,5.45%,2.95%,0.90%,0.19%,0.19%,0.32%,0.13%,,,,,,,
COLLEGE,41,250,237,304,330,239,85,46,14,3,3,5,2,1559,3.137,4,0,1,1564
TOTAL:,2.63% 16.04% 15.20% 19.50% 21.17% 15.33%,,,,,5.45%,2.95%,0.90%,0.19%,0.19%,0.32%,0.13%,,,,,,,
