MATH-142-301,4,5,4,4,0,17 2.529,1,0,0,0,0,18,SUEN C
,23.53%,29.41%,23.53%,23.53%,0.00%,,,,,,,,,
COURSE TOTAL:,4,5,4,4,0,17 2.529,1,0,0,0,0,18,
,23.53%,29.41%,23.53%,23.53%,0.00%,,,,,,,,,
MATH-150-401,3,6,1,1,1,12 2.750,0,0,0,1,0,13,PANGEMANAN A
,25.00%,50.00%,8.33%,8.33%,8.33%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,3,6,1,1,1,12 2.750,0,0,0,1,0,13,
,25.00%,50.00%,8.33%,8.33%,8.33%,,,,,,,,,
MATH-401-401,7,2,1,0,0,10 3.600,0,0,0,0,0,10,BROWN P
,70.00%,20.00%,10.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,2,1,0,0,10 3.600,0,0,0,0,0,10,
,70.00%,20.00%,10.00%,0.00%,0.00%,,,,,,,,,
POLS-206-398,6,7,1,0,2,16 2.938,0,0,0,0,0,16,HANEY A
,37.50%,43.75%,6.25%,0.00%,12.50%,,,,,,,,,
POLS-206-399,2,6,2,0,2,12 2.500,0,0,0,0,0,12,HANEY A
,16.67%,50.00%,16.67%,0.00%,16.67%,,,,,,,,,
COURSE TOTAL:,8,13,3,0,4,28 2.750,0,0,0,0,0,28,
,28.57%,46.43%,10.71%,0.00%,14.29%,,,,,,,,,
POLS-207-401,5,7,7,0,0,19 2.895,0,0,0,0,0,19,HANEY A
,26.32%,36.84%,36.84%,0.00%,0.00%,,,,,,,,,
POLS-207-499,14,4,6,1,0,25 3.240,0,0,0,2,0,27,HANEY A
,56.00%,16.00%,24.00%,4.00%,0.00%,,,,,,,,,
COURSE TOTAL:,19,11,13,1,0,44 3.091,0,0,0,2,0,46,
,43.18%,25.00%,29.55%,2.27%,0.00%,,,,,,,,,
SPAN-102-499,5,2,1,0,0,8 3.500,2,0,0,0,0,10,MANDUJANO M
,62.50%,25.00%,12.50%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,2,1,0,0,8 3.500,2,0,0,0,0,10,
,62.50%,25.00%,12.50%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,LIBERAL STUDIES,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,145,95,44,13,14,311 3.106,4,4,0,5,0,324,
,46.62%,30.55%,14.15%,4.18%,4.50%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-320-301,4,7,1,0,0,12 3.250,0,0,0,0,0,12,ALVARADO-BREMER J
,33.33%,58.33%,8.33%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,4,7,1,0,0,12 3.250,0,0,0,0,0,12,
,33.33%,58.33%,8.33%,0.00%,0.00%,,,,,,,,,
MARB-334-301,8,5,1,0,0,14 3.500,0,0,0,0,0,14,METZ T
,57.14%,35.71%,7.14%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,5,1,0,0,14 3.500,0,0,0,0,0,14,
,57.14%,35.71%,7.14%,0.00%,0.00%,,,,,,,,,
MARB-350-250,13,8,2,0,0,23 3.478,0,0,0,0,0,23,ILIFFE T
,56.52%,34.78%,8.70%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,8,2,0,0,23 3.478,0,0,0,0,0,23,
,56.52%,34.78%,8.70%,0.00%,0.00%,,,,,,,,,
MARB-407-250,10,0,0,0,0,10 4.000,0,0,0,0,0,10,WURSIG B
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10 4.000,0,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-415-250,0,11,0,0,0,11 3.000,0,0,0,0,0,11,DAVIS R
,0.00%,100.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,0,11,0,0,0,11 3.000,0,0,0,0,0,11,
,0.00%,100.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-491-251,5,0,0,0,0,5 4.000,0,0,0,0,0,5,EYTAN R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,0,0,0,0,5 4.000,0,0,0,0,0,5,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE BIOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARB-618-301,5,0,0,0,0,5 4.000,0,0,0,0,0,5,DAVIS R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARB-618-401,5,0,0,0,0,5 4.000,0,0,0,0,0,5,DAVIS R
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10 4.000,0,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,50,31,4,0,0,85 3.541,0,0,0,0,0,85,
,58.82%,36.47%,4.71%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE ENGINEERING TECHNOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ENGR-112-401,4,2,1,0,0,7 3.429,4,0,0,0,0,11,CARROLL M
,57.14%,28.57%,14.29%,0.00%,0.00%,,,,,,,,,
ENGR-112-402,4,2,2,0,0,8 3.250,4,0,0,0,0,12,CARROLL M
,50.00%,25.00%,25.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,4,2,2,0,0,15 3.250,4,0,0,0,0,12,
,50.00%,25.00%,25.00%,0.00%,0.00%,,,,,,,,,
MARE-202-301,3,8,0,0,0,11 3.273,5,0,0,0,0,16,CARROLL M
,27.27%,72.73%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,8,0,0,0,11 3.273,5,0,0,0,0,16,
,27.27%,72.73%,0.00%,0.00%,0.00%,,,,,,,,,
MARE-205-301,1,6,4,0,1,12 2.500,0,0,0,0,0,12,MARTINEZ R
,8.33%,50.00%,33.33%,0.00%,8.33%,,,,,,,,,
COURSE TOTAL:,1,6,4,0,1,12 2.500,0,0,0,0,0,12,
,8.33%,50.00%,33.33%,0.00%,8.33%,,,,,,,,,
MARE-206-401,0,5,5,1,0,11 2.364,0,0,0,0,0,11,MARTINEZ R
,0.00%,45.45%,45.45%,9.09%,0.00%,,,,,,,,,
COURSE TOTAL:,0,5,5,1,0,11 2.364,0,0,0,0,0,11,
,0.00%,45.45%,45.45%,9.09%,0.00%,,,,,,,,,
MARE-306-301,6,6,2,0,0,14 3.286,3,0,0,0,0,17,CARROLL M
,42.86%,42.86%,14.29%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,6,2,0,0,14 3.286,3,0,0,0,0,17,
,42.86%,42.86%,14.29%,0.00%,0.00%,,,,,,,,,
MARE-405-901,1,6,3,3,0,13 2.385,0,0,0,0,0,13,COLEMAN G
,7.69%,46.15%,23.08%,23.08%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE ENGINEERING TECHNOLOGY,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
COURSE TOTAL:,1,6,3,3,0,13 2.385,0,0,0,0,0,13,
,7.69%,46.15%,23.08%,23.08%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,19,35,17,4,1,76 2.882,16,0,0,0,0,92,
,25.00%,46.05%,22.37%,5.26%,1.32%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE SCIENCE,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
CHEM-227-301,2,4,3,5,0,14 2.214,0,0,0,0,0,14,LESKO M
,14.29%,28.57%,21.43%,35.71%,0.00%,,,,,,,,,
COURSE TOTAL:,2,4,3,5,0,14 2.214,0,0,0,0,0,14,
,14.29%,28.57%,21.43%,35.71%,0.00%,,,,,,,,,
CHEM-228-401,1,4,11,4,1,21 2.000,1,0,0,0,0,22,GRIFFIN L
,4.76%,19.05%,52.38%,19.05%,4.76%,,,,,,,,,
COURSE TOTAL:,1,4,11,4,1,21 2.000,1,0,0,0,0,22,
,4.76%,19.05%,52.38%,19.05%,4.76%,,,,,,,,,
CHEM-237-301,7,5,0,0,0,12 3.583,0,0,0,0,0,12,TOWNSEND G
,58.33%,41.67%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,7,5,0,0,0,12 3.583,0,0,0,0,0,12,
,58.33%,41.67%,0.00%,0.00%,0.00%,,,,,,,,,
CHEM-238-401,10,4,0,1,1,16 3.312,0,0,0,0,0,16,TOWNSEND G
,62.50%,25.00%,0.00%,6.25%,6.25%,,,,,,,,,
COURSE TOTAL:,10,4,0,1,1,16 3.313,0,0,0,0,0,16,
,62.50%,25.00%,0.00%,6.25%,6.25%,,,,,,,,,
MARS-435-301,13,0,0,0,0,13 4.000,0,0,0,0,0,13,DELLAPENNA T
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,13,0,0,0,0,13 4.000,0,0,0,0,0,13,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
OCNG-251-401,5,5,3,0,0,13 3.154,0,0,0,0,0,13,COLEMAN C
,38.46%,38.46%,23.08%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,5,3,0,0,13 3.154,0,0,0,0,0,13,
,38.46%,38.46%,23.08%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARINE SCIENCE,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
DEPARTMENT TOTAL:,38,22,17,10,2,89 2.944,1,0,0,0,0,90,
,42.70%,24.72%,19.10%,11.24%,2.25%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARITIME ADMINISTRATION,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
ACCT-229-301,2,7,4,2,1,16 2.438,0,0,0,0,0,16,KNOX K
,12.50%,43.75%,25.00%,12.50%,6.25%,,,,,,,,,
COURSE TOTAL:,2,7,4,2,1,16 2.438,0,0,0,0,0,16,
,12.50%,43.75%,25.00%,12.50%,6.25%,,,,,,,,,
ACCT-230-401,4,4,11,2,3,24 2.167,0,0,0,0,0,24,KNOX K
,16.67%,16.67%,45.83%,8.33%,12.50%,,,,,,,,,
COURSE TOTAL:,4,4,11,2,3,24 2.167,0,0,0,0,0,24,
,16.67%,16.67%,45.83%,8.33%,12.50%,,,,,,,,,
ECON-202-301,8,6,2,0,0,16 3.375,0,0,0,0,0,16,MYKONIATIS N
,50.00%,37.50%,12.50%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,6,2,0,0,16 3.375,0,0,0,0,0,16,
,50.00%,37.50%,12.50%,0.00%,0.00%,,,,,,,,,
ECON-203-401,8,9,1,0,0,18 3.389,0,0,0,0,0,18,BOUDREAUX L
,44.44%,50.00%,5.56%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,8,9,1,0,0,18 3.389,0,0,0,0,0,18,
,44.44%,50.00%,5.56%,0.00%,0.00%,,,,,,,,,
ECON-311-401,5,14,5,1,0,25 2.920,0,0,0,0,0,25,BOUDREAUX L
,20.00%,56.00%,20.00%,4.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,14,5,1,0,25 2.920,0,0,0,0,0,25,
,20.00%,56.00%,20.00%,4.00%,0.00%,,,,,,,,,
ECON-452-301,10,6,13,0,0,29 2.897,0,0,0,0,0,29,BOUDREAUX L
,34.48%,20.69%,44.83%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,6,13,0,0,29 2.897,0,0,0,0,0,29,
,34.48%,20.69%,44.83%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARITIME ADMINISTRATION,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
FINC-341-399,12,7,0,4,1,24 3.042,0,0,0,6,0,30,DURU O
,50.00%,29.17%,0.00%,16.67%,4.17%,,,,,,,,,
COURSE TOTAL:,12,7,0,4,1,24 3.042,0,0,0,6,0,30,
,50.00%,29.17%,0.00%,16.67%,4.17%,,,,,,,,,
MARA-250-499,10,10,1,0,0,21 3.429,0,0,0,4,0,25,CONWAY S
,47.62%,47.62%,4.76%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,10,1,0,0,21 3.429,0,0,0,4,0,25,
,47.62%,47.62%,4.76%,0.00%,0.00%,,,,,,,,,
MARA-281-301,10,0,0,0,0,10 4.000,0,0,0,0,0,10,BACA D
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,10,0,0,0,0,10 4.000,0,0,0,0,0,10,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARA-363-301,23,5,0,1,0,29 3.724,0,0,0,0,0,29,WANG P
,79.31%,17.24%,0.00%,3.45%,0.00%,,,,,,,,,
COURSE TOTAL:,23,5,0,1,0,29 3.724,0,0,0,0,0,29,
,79.31%,17.24%,0.00%,3.45%,0.00%,,,,,,,,,
MARA-424-399,12,0,1,0,2,15 3.333,0,0,0,2,0,17,DURU O
,80.00%,0.00%,6.67%,0.00%,13.33%,,,,,,,,,
COURSE TOTAL:,12,0,1,0,2,15 3.333,0,0,0,2,0,17,
,80.00%,0.00%,6.67%,0.00%,13.33%,,,,,,,,,
MARA-440-900,3,6,2,0,0,11 3.091,0,0,0,0,0,11,MYKONIATIS N
,27.27%,54.55%,18.18%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,3,6,2,0,0,11 3.091,0,0,0,0,0,11,
,27.27%,54.55%,18.18%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARITIME ADMINISTRATION,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARA-466-900,6,15,3,0,0,24 3.125,0,0,0,0,0,24,BOUDREAUX L
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,15,3,0,0,24 3.125,0,0,0,0,0,24,
,25.00%,62.50%,12.50%,0.00%,0.00%,,,,,,,,,
MARA-484-250,6,0,0,0,0,6 4.000,0,0,0,0,0,6,MILESKI J
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,6,0,0,0,0,6 4.000,0,0,0,0,0,6,
,100.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,,,
MARA-485-301,5,4,3,1,0,13 3.000,0,0,0,0,0,13,MILESKI J
,38.46%,30.77%,23.08%,7.69%,0.00%,,,,,,,,,
COURSE TOTAL:,5,4,3,1,0,13 3.000,0,0,0,0,0,13,
,38.46%,30.77%,23.08%,7.69%,0.00%,,,,,,,,,
MARA-489-499,11,17,6,0,0,34 3.147,1,0,0,0,0,35,CONWAY S
,32.35%,50.00%,17.65%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,11,17,6,0,0,34 3.147,1,0,0,0,0,35,
,32.35%,50.00%,17.65%,0.00%,0.00%,,,,,,,,,
MARA-493-250,8,0,0,1,0,9 3.667,0,0,0,0,0,9,MYKONIATIS N
,88.89%,0.00%,0.00%,11.11%,0.00%,,,,,,,,,
COURSE TOTAL:,8,0,0,1,0,9 3.667,0,0,0,0,0,9,
,88.89%,0.00%,0.00%,11.11%,0.00%,,,,,,,,,
MARA-650-699,2,3,2,0,0,7 3.000,3,0,0,0,0,10,GHAREHGOZLI A
,28.57%,42.86%,28.57%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,2,3,2,0,0,7 3.000,3,0,0,0,0,10,
,28.57%,42.86%,28.57%,0.00%,0.00%,,,,,,,,,
,,,,TEXAS A&M UNIVERSITY AT GALVESTON,,,,,,,,,,
,,,GRADE DISTRIBUTION REPORT FOR SUMMER 2016 - GALVESTON,,,,,,,,,,,
COLLEGE:,TAMU AT GALVESTON,,,,,,,,,,,,,
DEPARTMENT:,MARITIME ADMINISTRATION,,,,,,,,,,,,,
,,,,,,TOTAL,,,,,,,,
SECTION,A,B,C,D,F,A - F,GPR,I,S,U,Q,X,TOTAL,INSTRUCTOR
-----------------,-------,-------,------- -------,-------,,------- ----- -----,,-----,-----,-----,-----,,-------,-------------------
MARA-670-699,5,6,1,0,0,12 3.333,5,0,0,1,0,18,GHAREHGOZLI A
,41.67%,50.00%,8.33%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,5,6,1,0,0,12 3.333,5,0,0,1,0,18,
,41.67%,50.00%,8.33%,0.00%,0.00%,,,,,,,,,
SCMT-364-301,16,2,1,0,0,19 3.790,0,0,0,0,0,19,WANG P
,84.21%,10.53%,5.26%,0.00%,0.00%,,,,,,,,,
COURSE TOTAL:,16,2,1,0,0,19 3.789,0,0,0,0,0,19,
,84.21%,10.53%,5.26%,0.00%,0.00%,,,,,,,,,
DEPARTMENT TOTAL:,166,121,56,12,7,362 3.180,,9,0,0,13,0,384,
,45.86%,33.43%,15.47%,3.31%,1.93%,,,,,,,,,
COLLEGE TOTAL:,438,334,143,40,25,980 3.143,30,4,0,18,0,1032,
,44.69%,34.08%,14.59%,4.08%,2.55%,,,,,,,,,
